seed,method,block,rmse,mae,nll,coverage50,coverage90,coverage95,runtime_sec
2,projected_prior,1,0.14434625989738076,0.12983395332403774,-0.031346008261922347,0.1,0.5,0.7333333333333333,0.00047247200018318836
2,projected_prior,2,0.1127597531613166,0.09783474482515736,-0.5399028702926881,0.26666666666666666,0.6666666666666666,0.8,0.0004542379992926726
2,projected_prior,3,0.12236936575131058,0.10836003851086747,-0.4305126091887582,0.1,0.6666666666666666,0.8,0.0003704920000018319
2,projected_prior,4,0.09825919920178684,0.08758631694337699,-0.8260209307765826,0.2,0.8333333333333334,0.9,0.0004200240000500344
2,projected_prior,5,0.07632049803535847,0.06532988545988343,-1.127866481589557,0.4,0.9,0.9666666666666667,0.00036381900099513587
2,projected_prior,6,0.04975028326189204,0.039689366126878796,-1.3221193184739177,0.6666666666666666,0.9666666666666667,0.9666666666666667,0.0003341629999340512
2,projected_prior,7,0.06234172608110237,0.049543619418006266,-1.3155244458121969,0.5333333333333333,0.9,0.9666666666666667,0.00032578799982729834
2,ssgp_transfer,0,0.1602611695872144,0.14545829067517227,0.1588971289836859,0.0,0.5,0.7666666666666667,0.0003644699991127709
2,ssgp_transfer,1,0.14599742086288459,0.13148817496511886,0.008784489059133937,0.1,0.4666666666666667,0.7333333333333333,0.0002937990011560032
2,ssgp_transfer,2,0.1155107127297128,0.10012011004787601,-0.5507204973768854,0.2,0.7,0.8333333333333334,0.00028269699942029547
2,ssgp_transfer,3,0.12952166151415542,0.11555825499891184,-0.2061242678696076,0.1,0.6333333333333333,0.7333333333333333,0.0002867460007109912
2,ssgp_transfer,4,0.11287571375477136,0.10111867968961369,-0.44156417737434256,0.2,0.6666666666666666,0.8333333333333334,0.00028173600003356114
2,ssgp_transfer,5,0.09350880734022163,0.08177640467888245,-0.8084539962747895,0.23333333333333334,0.8333333333333334,0.9,0.0002881580003304407
2,ssgp_transfer,6,0.08032683324443975,0.06622907103037036,-0.8279467956754547,0.5,0.8333333333333334,0.9,0.0002823670001816936
2,ssgp_transfer,7,0.12148073375157122,0.0877965288368492,-0.05303568869695875,0.4666666666666667,0.7333333333333333,0.7333333333333333,0.00031435699929716066
